link,headline,category,short_description,authors,date
https://www.huffpost.com/entry/countries-scramble-omicron-covid-variant_n_61a23574e4b025be1ae9e90f,More Countries Scramble To Curb Omicron,WORLD NEWS,The new COVID-19 variant was identified in South Africa two weeks ago.,"Mike Corder and Pan Pylas, AP",11/27/2021
https://www.huffpost.com/entry/ap-eu-russia-coal-mine_n_61a0be8fe4b025be1ae85a87,Survivor Found In Siberian Coal Mine Accident That Likely Killed Dozens,WORLD NEWS,Dozens of miners are presumed dead after a devastating methane explosion filled the mine with toxic fumes.,"DASHA LITVINOVA, AP",11/26/2021
https://www.huffpost.com/entry/brazil-nuzman-sentenced_n_61a0b21be4b025be1ae832a1,Longtime Brazil Olympic Boss Sentenced To 30 Years For Rio 2016 Corruption,WORLD NEWS,"Carlos Arthur Nuzman was found guilty of corruption, criminal organization, money laundering and tax evasion.","MAURICIO SAVARESE, AP",11/26/2021
https://www.huffpost.com/entry/solomon-islands-unrest-protests_n_61a07407e4b0ae9a42ac89d7,Solomon Islands Leader Blames Foreign Powers Amid Unrest,WORLD NEWS,"Protests, arson and looting have ravaged the capital in recent days following his government’s decision to switch alliances from Taiwan to Beijing.","DAVID RISING and ROD McGUIRK, AP",11/26/2021
https://www.huffpost.com/entry/bc-us-med-virus-outbreak-merck-pill_n_61a0f462e4b0ae9a42adc1fa,"FDA Says Merck COVID Pill Effective, Experts Will Review Safety",U.S. NEWS,U.S. health officials say Merck's experimental COVID-19 pill is effective but they raised questions about its safety during pregnancy.,"MATTHEW PERRONE, AP",11/26/2021
https://www.huffpost.com/entry/bc-us-black-friday-shopping_n_61a0b683e4b0ae9a42ad1959,Stores Kick Off Black Friday But Pandemic Woes Linger,BUSINESS,Retailers are expected to usher in the unofficial start to the holiday shopping season Friday with bigger crowds than last year in a closer step toward normalcy.,"ANNE D'INNOCENZIO, AP",11/26/2021
https://www.huffpost.com/entry/joe-biden-polyp-removed_n_619f5594e4b025be1ae5f700,"Polyp Removed From Joe Biden's Colon Was Benign, Potentially Pre-Cancerous",POLITICS,"The tubular adenoma was similar to one removed from Biden in 2008 and required no further action, said the president's doctor.",,11/25/2021
https://www.huffpost.com/entry/doj-prosecuting-violence-on-flights_n_619ed363e4b07fe20115192f,Justice Dept. To Prioritize Prosecuting Violence On Flights,POLITICS,The DOJ says it will aggressively prosecute violent passengers who assault crew members or endanger the safety of other passengers.,"Michael Balsamo, AP",11/25/2021
https://www.huffpost.com/entry/macys-2021-thanksgiving-parade_n_619fedf3e4b0f398af109ad6,"Macy’s Thanksgiving Parade Returns, With All The Trimmings",U.S. NEWS,The 95th annual parade returned in full after being trimmed down and only televised last year due to the coronavirus pandemic.,,11/25/2021
https://www.huffpost.com/entry/ap-us-hoffa-search-theories_n_619f6a5be4b0451e55040dae,"From Serious To Scurrilous, Some Jimmy Hoffa Theories",U.S. NEWS,The FBI confirmed last week that it was looking at a spot in New Jersey as a possible burial site for former Teamsters boss Jimmy Hoffa.,"ROGER SCHNEIDER, AP",11/25/2021
https://www.huffpost.com/entry/bc-af-somalia-explosion_n_619f70eae4b0451e55041c09,Al-Shabab Blast By School In Somali Capital Kills At Least 8,WORLD NEWS,The blast sent a plume of smoke above a busy part of Mogadishu during the morning rush hour and shredded part of the school.,"HASSAN BARISE, AP",11/25/2021
https://www.huffpost.com/entry/bc-eu-sweden-politics_n_619e1bf8e4b025be1ae3c452,Sweden's First Female Prime Minister Quits Hours After Appointment,WORLD NEWS,"Sweden has been viewed as one of Europe’s most progressive countries when it comes to gender relations, but had yet to have a woman in the top political post.","JAN M. OLSEN, AP",11/24/2021
https://www.huffpost.com/entry/supreme-court-north-carolina-voter-id_n_619e7788e4b0451e5502dab6,Supreme Court Will Hear Dispute Over North Carolina Voter ID Law,POLITICS,"The state's GOP-controlled legislature claims Democratic leaders are failing to adequately defend the law, so they want to do so themselves.",Lydia O'Connor,11/24/2021
https://www.huffpost.com/entry/migrant-boat-capsizes-eenglish-channel_n_619ea1a1e4b07fe20114e9bd,Migrant Boat Capsizes In English Channel; At Least 31 Dead,WORLD NEWS,France’s interior minister said it's the biggest tragedy involving migrants on the crossing to date. Four suspected traffickers have been arrested.,,11/24/2021
https://www.huffpost.com/entry/white-house-fed-workers-vaccine-rates_n_619eb0afe4b0451e55033d6d,White House: 92% Of Fed Workers Under Mandate Are Vaccinated,POLITICS,"Officials say the most important lesson for businesses from the federal experience is that once they take the first step toward requirements, their workers will follow.","Zeke Miller and Colleen Long, AP",11/24/2021
https://www.huffpost.com/entry/bc-us-opioid-crisis-lawsuits_n_619e211ae4b025be1ae3d183,Jury Holds Pharmacies Responsible For Role In Opioid Crisis,U.S. NEWS,"A federal jury says CVS, Walgreens and Walmart pharmacies didn’t do enough to stop the flow of opioid pills into two Ohio counties.","JOHN SEEWER, AP",11/24/2021
https://www.huffpost.com/entry/voting-rights-states-2021_n_619d4ac1e4b0f398af0bc363,More States Expanded Voting Rights In 2021 Than Restricted Them,POLITICS,"Still, at the federal level, it remains ""incredibly important for Congress to step in"" to prevent widespread disenfranchisement, one voting rights attorney said.",Paul Blumenthal,11/24/2021
https://www.huffpost.com/entry/foo-fighters-paul-mccartney-grammy-nominations_n_619d3c63e4b0f398af0b984b,"Foo Fighters, Paul McCartney Nominated For 2 Of The Same Grammys",ENTERTAINMENT,"The former Beatle recently joked that Dave Grohl was “stalking” him career-wise, and Tuesday’s news only strengthens his case.",Elyse Wanshel,11/23/2021
https://www.huffpost.com/entry/milwaukee-dancing-grannies-killed-waukesha_n_619c32a9e4b07fe2010fbfc3,Milwaukee’s ‘Dancing Grannies’ Devastated By Parade Crash,POLITICS,Three members of the group were killed Sunday after the driver of a red SUV roared through a Christmas parade in Waukesha.,"Tim Sullivan, Kathleen Foody and Tammy Webber, AP",11/23/2021
https://www.huffpost.com/entry/michael-strahan-space-blue-origin_n_619d2151e4b0f398af0b5674,Michael Strahan Going Into Space Next Month On Blue Origin Flight,ENTERTAINMENT,"“I want to go to space,” Strahan told “Good Morning America.” “I think being there at the first launch, it really was mind-blowing.”","Michelle Chapman, AP",11/23/2021
https://www.huffpost.com/entry/federal-reserve-jerome-powell_n_619cfe8ae4b025be1ae180cd,Fed's Powell Will Aim To Win A High-Stakes Bet In 2nd Term,POLITICS,President Joe Biden on Monday picked Federal Reserve Chair Jerome Powell for another four-year term.,"Christopher Rugaber, AP",11/23/2021
https://www.huffpost.com/entry/bc-eu-bulgaria-bus-crash_n_619ccb78e4b07fe201109a7c,"Bus Crashes, Catches Fire In Bulgaria; At Least 45 Dead",WORLD NEWS,Interior Minister Boyko Rashkov told reporters at the crash site that he had “never in my life seen something more horrifying.”,"VESELIN TOSHKOV and STEPHEN McGRATH, AP",11/23/2021
https://www.huffpost.com/entry/chris-sununu-republicans-priorities-screwed-up_n_619ae1fde4b0ae9a42a2884b,GOP Gov. Chris Sununu Says Republicans In Congress Have 'Priorities Screwed Up',POLITICS,The New Hampshire governor weighed in on the censure of Rep. Paul Gosar and the passage of Joe Biden's infrastructure bill.,Josephine Harvey,11/22/2021
https://www.huffpost.com/entry/faa-alcohol-fines-for-planes_n_619c0286e4b044a1cc0b5fe4,FAA Proposes Fines For Alcohol-Related Incidents On Planes,U.S. NEWS,"One passenger is being fined $40,000 for allegedly bringing alcohol on a plane and drinking it, smoking marijuana in the lavatory, and sexually assaulting a flight attendant.",,11/22/2021
https://www.huffpost.com/entry/biden-15-dollar-minimum-wage-federal-contractors_n_619bc744e4b044a1cc0aed75,Joe Biden Sets $15 Minimum Wage For Federal Contractors,POLITICS,The higher wage floor will apply to new federal contracts across the country after Jan. 30.,Dave Jamieson,11/22/2021
https://www.huffpost.com/entry/ap-us-election-2022-vermont-senate_n_619b85d3e4b0ae9a42a37c02,Vermont Democratic U.S. Rep. Peter Welch To Run For Patrick Leahy's Senate Seat,POLITICS,The decisions by Leahy and now Welch will create the first open seats in Vermont's three-member congressional delegation since 2006.,"LISA RATHKE and WILSON RING, AP",11/22/2021
https://www.huffpost.com/entry/ap-us-federal-reserve-powell_n_619ba5cee4b07fe2010ea6cd,"Biden To Keep Jerome Powell As Fed Chair, Brainard Gets Vice Chair",POLITICS,Biden's decision strikes a note of continuity at a time when surging inflation is burdening households and raising risks to the economy's recovery.,"CHRISTOPHER RUGABER, AP",11/22/2021
https://www.huffpost.com/entry/joe-biden-jerome-powell-lael-brainard-federal-reserve_n_619bfe17e4b025be1adfc759,Biden Goes With Safe Fed Pick Over Nod To Progressives In Face Of Inflation Threat,POLITICS,The renomination of Jerome Powell also returns Joe Biden to his roots as an economic moderate.,S.V. Date,11/22/2021
https://www.huffpost.com/entry/beto-military-weapons-responsible-gun-ownership_n_619a945ce4b025be1add7958,"O’Rourke: Military-Style Weapons, Permitless Carry Prevent Responsible Gun Ownership",POLITICS,"""We don't want extremism in our gun laws,"" the Texas gubernatorial candidate said.",Sanjana Karanth,11/21/2021
https://www.huffpost.com/entry/peng-shuai-safe-video-call-ioc_n_619a8ba6e4b0ae9a42a257a5,Chinese Tennis Star Peng Shuai Says She's Safe: Olympic Officials,WORLD NEWS,"The International Olympic Committee said the three-time Olympian, who accused a former Chinese government official of sexual assault, appeared in a video call.",Nina Golgowski,11/21/2021
https://www.huffpost.com/entry/winsome-sears-again-snubs-covid-vaccine-status-inquiry_n_619a64d1e4b0451e54fb58df,Virginia's Lt. Gov.-Elect Likens Vaccine Status To Inquiring About One's DNA,POLITICS,"""Now you’ll want to know what’s in my DNA,” Republican Winsome Sears said when asked about whether she has received a COVID vaccine.",Nina Golgowski,11/21/2021
https://www.huffpost.com/entry/covid-virus-outbreak-belgium-protests_n_619ac815e4b0f398af06e508,Tens Of Thousands Protest Belgium's Tighter COVID-19 Rules Amid Spike,WORLD NEWS,Demonstrators marched in Brussels against reinforced COVID-19 restrictions imposed to counter the latest spike in coronavirus cases across Europe.,"Raf Casert, AP",11/21/2021
https://www.huffpost.com/entry/sudan-military-reinstate-deposed-prime-minister-coup_n_619a7227e4b07fe2010d1805,Sudan Military Leaders Reinstate Prime Minister Who Was Deposed In Coup,WORLD NEWS,"A key pro-democracy group that has mobilized dozens of protests against the coup dismissed the military's deal with Abdalla Hamdok as ""a form of betrayal.""","Samy Magdy and Noha Elhenna, AP",11/21/2021
https://www.huffpost.com/entry/christian-aid-ministries-missionaries-freed-haiti_n_619abef3e4b0451e54fb8329,U.S. Church Group: 2 Of 17 Missionary Abductees Freed In Haiti,WORLD NEWS,"The abducted members who were taken hostage in October are ""in good spirits and being cared for,"" Christian Aid Ministries announced Sunday.",,11/21/2021
https://www.huffpost.com/entry/bc-us-rapper-killed-young-dolph_n_61991dcee4b0f398af05f3bf,Young Dolph's Memphis Legacy: 'His Generosity Knew No Bounds',U.S. NEWS,The 36-year-old rapper was killed while visiting one of his favorite bakeries on Wednesday.,"Adrian Sainz, AP",11/20/2021
https://www.huffpost.com/entry/congress-house-eddie-bernice-johnson-retires_n_61994c1ae4b0451e54fac0f9,Eddie Bernice Johnson Is Latest U.S. Rep. To Announce Retirement,POLITICS,The veteran congresswoman won't be seeking reelection next year.,,11/20/2021
https://www.huffpost.com/entry/biden-transgender-day-of-remembrance_n_6199172ee4b07fe2010c4787,Biden Marks Transgender Day Of Remembrance: 'Each Of These Lives Was Precious',POLITICS,"“This year, at least 46 transgender individuals in this country — and hundreds more around the world — were killed in horrifying acts of violence,” Biden said.",Hilary Hanson,11/20/2021
https://www.huffpost.com/entry/rare-first-printing-constitution-auction-sold_n_6198ca3fe4b044a1cc07f98d,Rare First Printing Of U.S. Constitution Sells For Record Figure At Auction,U.S. NEWS,"Citadel hedge fund founder Kenneth Griffin outbid a group of 17,000 cryptocurrency enthusiasts who'd crowdfunded to buy the document.","KAREN MATTHEWS, AP",11/20/2021
https://www.huffpost.com/entry/elizabeth-holmes-theranos-takes-stand_n_61983947e4b0ae9a42a106db,Elizabeth Holmes Takes Stand In Theranos Criminal Fraud Trial,CRIME,"The former entrepreneur attempted to refute allegations that she bamboozled investors and patients into believing that her startup, Theranos, would reshape health care.","Michael Liedtke and Barbara Ortutay, AP",11/20/2021
https://www.huffpost.com/entry/washington-state-florist-same-sex-wedding-settlement_n_61983c8be4b0451e54fa20cd,Washington State Florist Who Rejected Same-Sex Wedding Job Settles With Couple,U.S. NEWS,"Barronelle Stutzman of Arlene's Flowers said she will turn the ""struggle for freedom over to others"" after settling with Curt Freed and Robert Ingersoll.",,11/20/2021
https://www.huffpost.com/entry/attorneys-general-investigating-instagram-facebook-meta_n_6197ddd0e4b0451e54f9a75f,State Attorneys General Investigating Instagram's Negative Effects On Kids,POLITICS,"Massachusetts AG Maura Healey accused Meta, formerly Facebook, of ""exploiting children in the interest of profit.""",Ryan Grenoble,11/19/2021
https://www.huffpost.com/entry/kyle-rittenhouse-jury-day-4-kenosha_n_6197db1ee4b025be1adba91d,Kyle Rittenhouse Jury Returns For 4th Day Of Deliberations,U.S. NEWS,"Even as the jury weighed the evidence, two mistrial requests from the defense hung over the case.","Michael Tarm, Scott Bauer and Amy Forliti, AP",11/19/2021
https://www.huffpost.com/entry/kyle-rittenhouse-jury-day-3-deliberations_n_6196edffe4b0451e54f7653c,"Kyle Rittenhouse Jury Wraps Up 3rd Day Of Deliberations, No Verdict Yet",U.S. NEWS,Rittenhouse is on trial for killing two men and wounding a third with a rifle during a turbulent night of protests that erupted in Kenosha in the summer of 2020.,"Michael Tarm, Scott Bauer, and Amy Forliti, AP",11/19/2021
https://www.huffpost.com/entry/bc-us-congress-budget_n_6196ffc1e4b0ae9a429e5f53,"House Moves Toward OK Of Dems' Sweeping Social, Climate Bill",POLITICS,"Biden's Build Back Better bill would bolster child care assistance, create free preschool, curb seniors’ prescription drug costs and beef up efforts to slow climate change.","Alan Fram, AP",11/19/2021
https://www.huffpost.com/entry/india-repeals-farm-laws_n_619727c7e4b07fe201095a2d,India To Repeal Controversial Farm Laws That Led To Protests,WORLD NEWS,"Farmers protested for a year, arguing the laws would devastate their earnings by ending guaranteed pricing.",,11/19/2021
https://www.huffpost.com/entry/police-in-memphis-hunt-for-suspects-in-young-dolphs-killing_n_61966bc2e4b07fe20107f496,Police In Memphis Hunt For Suspects In Young Dolph’s Killing,CRIME,"Young Dolph was in Memphis doing charity work, including visiting a cancer treatment center and giving away turkeys at a church ahead of Thanksgiving.","ADRIAN SAINZ and RYAN PEARSON, AP",11/18/2021
https://www.huffpost.com/entry/switzerland-same-sex-marriages-begin-july-2022_n_6195751ce4b044a1cc01b2d6,Switzerland Will Allow First Same-Sex Weddings In July 2022,WORLD NEWS,"An overwhelming majority of Swiss voters approved the ""Marriage for All"" initiative via a September referendum.",,11/18/2021
